39,Anna Madeley,65,Elizabeth Berrington,In Bruges ,Eric Godon,2008,49
426,S. Epatha Merkerson,931,Tyler James Williams,Peeples ,Diahann Carroll,2013,539
1000,Bradley Cooper,15000,Emma Stone,The Rocker ,Josh Gad,2008,14000
360,Zach Gilford,24000,J.K. Simmons,Post Grad ,Bobby Coleman,2009,971
363,Hal Holbrook,13000,Matt Damon,Promised Land ,Terry Kinney,2012,826
386,Michael McKean,860,Larry David,Whatever Works ,Conleth Hill,2009,658
275,Susan Ward,477,Matthew Settle,The In Crowd ,A.J. Buckley,2000,397
289,Dwight Yoakam,572,Levon Helm,Three Burials ,Guillermo Arriaga,2005,324
693,Mark Margolis,49000,Robin Williams,Jakob the Liar ,Michael Jeter,1999,1000
611,Corbin Bernsen,21000,Robert Downey Jr.,Kiss Kiss Bang Bang ,Larry Miller,2005,1000
577,Fred Willard,890,Vivica A. Fox,Idle Hands ,Elden Henson,1999,729
669,Robert Forster,6000,Naomi Watts,Mulholland Drive ,Laura Harring,2001,889
220,Agnes Bruckner,837,Olivier Martinez,Blood and Chocolate ,Chris Geere,2007,400
557,Naomi Watts,12000,Anthony Hopkins,You Will Meet a Tall Dark Stranger ,Ewen Bremner,2010,6000
844,Charlie Rowe,10000,Andrew Garfield,Never Let Me Go ,Charlotte Rampling,2010,882
527,Tom Hollander,857,Anna Silk,The Company             ,Alessandro Nivola,,555
25,Eduardo Noriega,918,Thomas Kretschmann,Transsiberian ,Mac McDonald,2008,278
90,Pamela Reed,876,Curtis Armstrong,The Clan of the Cave Bear ,Mike Muscat,1986,324
617,Elizabeth Perkins,783,Meat Loaf,Crazy in Alabama ,Noah Emmerich,1999,664
287,Siobhan Fallon Hogan,6000,Naomi Watts,Funny Games ,Brady Corbet,2007,294
46,Kalim Chandler,192,Thomas Stroppel,Listening ,Amber Marie Bollinger,2014,134
71,Elaine Cassidy,5000,Bob Hoskins,Felicia's Journey ,Gerard McSorley,1999,203
18,Gustav Fröhlich,136,Brigitte Helm,Metropolis ,Rudolf Klein-Rogge,1927,23
58,Cyril Raffaelli,510,David Belle,District B13 ,Dany Verissimo-Petit,2004,297
642,Bill Cobbs,12000,Steve Buscemi,Things to Do in Denver When You're Dead ,Treat Williams,1995,970
56,Chen Chang,1000,Qi Shu,The Assassin ,Satoshi Tsumabuki,2015,103
730,Scott Glenn,936,Dean Stockwell,Buffalo Soldiers ,Leon,2001,826
9,Vladimir Garin,20,Konstantin Lavronenko,The Return ,Nataliya Vdovina,2003,13
7,Petchtai Wongkamlao,64,Nirut Sirichanya,Ong-bak 2 ,Sarunyu Wongkrachang,2008,45
570,JJ Feild,13000,Michael Fassbender,Centurion ,Dave Legeno,2010,794
40,Gina Bellman,825,Christopher Heyerdahl,Silent Trigger ,Conrad Dunn,1996,476
1000,Brooke Shields,14000,Bradley Cooper,The Midnight Meat Train ,Leslie Bibb,2008,1000
2,Wendy Crewson,549,Jennifer Hudson,Winnie Mandela ,Aubrey Poo,2011,248
642,Al Pacino,17000,Channing Tatum,The Son of No One ,Tracy Morgan,2011,14000
125,Udo Kier,776,Eddie Izzard,All the Queen's Men ,Edward Fox,2001,595
66,Gael Le Cornec,1000,Stephen Graham,The Good Night ,Keith Allen,2007,165
576,Hans Matheson,735,Anna Friel,Bathory: Countess of Blood ,Franco Nero,2008,627
912,Steve Buscemi,14000,Liam Neeson,Khumba ,Loretta Devine,2013,12000
537,Robert Forster,1000,Birgitte Hjort Sørensen,Automata ,Melanie Griffith,2014,889
51,Lucy Gaskell,179,Bruce Payne,Dungeons & Dragons: Wrath of the Dragon God ,Steven Elder,2005,55
50,Rodrigo De la Serna,61,Maximilian Dirr,Chiamatemi Francesco - Il Papa della gente ,Ferdinando Vetere,2015,57
19,Daniel Wu,556,Bingbing Fan,Shinjuku Incident ,Yasuaki Kurata,2009,353
303,Dexter Fletcher,631,Samantha Morton,Pandaemonium ,Linus Roache,2000,452
512,Chris Elliott,13000,Bill Murray,Groundhog Day ,Willie Garson,1993,571
642,Channing Tatum,20000,Matt Bomer,Magic Mike XXL ,Kevin Nash,2015,17000
954,Harold Perrineau,29000,Leonardo DiCaprio,Romeo + Juliet ,Brian Dennehy,1996,1000
121,Aidan Quinn,1000,Kristin Scott Thomas,Sarah's Key ,Arben Bajraktaraj,2010,767
124,David Rasche,467,Sharon Leal,Freedom ,Bart Shatto,2014,220
638,Morgan Freeman,16000,Clint Eastwood,Unforgiven ,Frances Fisher,1992,11000
236,Jeremy Davies,3000,Bryce Dallas Howard,Manderlay ,Jean-Marc Barr,2005,769
40,Saurabh Shukla,668,Anil Kapoor,Slumdog Millionaire ,Ayush Mahesh Khedekar,2008,56
249,Lois Smith,886,Fred Gwynne,Fatal Attraction ,Anne Archer,1987,276
700,Hector Elizondo,8000,Julia Roberts,Pretty Woman ,Jason Alexander,1990,995
176,Andrea Martin,770,Martin Short,Towering Inferno             ,Joe Flaherty,,179
57,Linda Kozlowski,442,Paul Hogan,Crocodile Dundee II ,John Meillon,1988,162
277,Chris Marquette,892,María Valverde,Broken Horses ,Chad Bishop,2015,355
560,Tom Berenger,10000,Tom Cruise,Born on the Fourth of July ,Stephen Baldwin,1989,854
496,Leon,953,Doug E. Doug,Cool Runnings ,Malik Yoba,1993,730
725,Jaime King,10000,Jensen Ackles,My Bloody Valentine ,Edi Gathegi,2009,960
309,Madison Davenport,941,Kyra Sedgwick,The Possession ,Natasha Calis,2012,459
535,Brian Dennehy,13000,Sylvester Stallone,First Blood ,Chris Mulkey,1982,954
748,Laz Alonso,997,Chris Brown,Stomp the Yard ,Harry Lennix,2007,826
238,Desmond Llewelyn,456,Caroline Munro,The Spy Who Loved Me ,Barbara Bach,1977,244
84,Steve Gonsalves,155,Amy Bruni,Ghost Hunters             ,Jason Hawes,,130
648,Loretta Devine,975,Alicia Witt,Urban Legend ,Julian Richings,1998,912
418,Peter Capaldi,18000,Keanu Reeves,Dangerous Liaisons ,Swoosie Kurtz,1988,17000
490,Phylicia Rashad,849,Eddie Cibrian,Good Deeds ,Jamie Kennedy,2012,597
25,Klaus Maria Brandauer,327,Seymour Cassel,White Fang ,Susan Hogan,1991,172
636,Elaine Hendrix,8000,Will Ferrell,Superstar ,Molly Shannon,1999,670
583,Jim Broadbent,11000,Meryl Streep,The Iron Lady ,Olivia Colman,2011,1000
8,Mike Nawrocki,23,Phil Vischer,Jonah: A VeggieTales Movie ,Shelby Vischer,2002,12
279,Khandi Alexander,592,Janet Jackson,Poetic Justice ,Maya Angelou,1993,556
111,Roger Guenveur Smith,706,Mike Epps,All About the Benjamins ,Gino Salvano,2002,266
364,W. Earl Brown,723,John Witherspoon,Vampire in Brooklyn ,Allen Payne,1995,422
467,Richard Burton,931,Linda Blair,Exorcist II: The Heretic ,Ned Beatty,1977,726
50,James D'Arcy,874,Sissy Spacek,An American Haunting ,Vernon Dobtcheff,2005,613
636,Tyler Labine,869,Carmen Electra,My Boss's Daughter ,Molly Shannon,2003,779
690,Milla Jovovich,26000,Chris Hemsworth,A Perfect Getaway ,Marley Shelton,2009,14000
625,Lance Gross,953,America Ferrera,Our Family Wedding ,Lupe Ontiveros,2010,849
654,Linda Cardellini,3000,Alyson Hannigan,Dead Man on Campus ,Poppy Montgomery,1998,2000
55,Joan Plowright,718,Lily Tomlin,Tea with Mussolini ,Paolo Seganti,1999,330
514,Bethany Joy Lenz,1000,Joe Mantegna,Thinner ,Kari Wuhrer,1996,855
213,Liza Minnelli,22000,Robert De Niro,"New York, New York ",Mary Kay Place,1977,740
534,Delroy Lindo,1000,Alfre Woodard,Crooklyn ,Isaiah Washington,1994,848
458,Eliza Coupe,12000,Steve Buscemi,I Think I Love My Wife ,Wendell Pierce,2007,490
489,Kane Hodder,1000,Peter Mensah,Jason X ,Lexa Doig,2001,935
799,Donald Faison,934,Frankie Muniz,Big Fat Liar ,Lee Majors,2002,927
383,Nick Cannon,12000,Anthony Hopkins,Bobby ,Brian Geraghty,2006,593
169,Ivana Milicevic,878,Monica Potter,Head Over Heels ,China Chow,2001,834
635,Jackson Nicoll,962,Thomas McDonell,Fun Size ,Osric Chau,2012,925
177,Mathieu Amalric,413,Emmanuelle Seigner,The Diving Bell and the Butterfly ,Isaach De Bankolé,2007,412
280,Noah Emmerich,14000,Kate Winslet,Little Children ,Jane Adams,2006,617
191,Sharon Lawrence,12000,Norman Reedus,Gossip ,Noam Jenkins,2000,215
113,Julie Kavner,10000,Viggo Mortensen,A Walk on the Moon ,Tovah Feldshuh,1999,233
15,Terry Pheto,543,Derek Luke,Catch a Fire ,Bonnie Henna,2006,113
102,Angela Featherstone,159,Melissa Sagemiller,Soul Survivors ,Candace Kroslak,2001,102
5,Todd Boyce,423,Seth Gilliam,Jefferson in Paris ,Nigel Whitmey,1995,15
548,Kristin Scott Thomas,14000,Colin Firth,Easy Virtue ,Kris Marshall,2008,1000
324,Joseph Cotten,16000,Christopher Lee,Caravans ,Behrouz Vossoughi,1978,469
43,Ruth Sheen,149,Lesley Manville,Mr. Turner ,Karl Johnson,2014,44
59,Sara Forestier,412,Mathieu Amalric,Wild Grass ,Edouard Baer,2009,74
284,Mathieu Kassovitz,380,Sebastian Koch,Amen. ,Ulrich Mühe,2002,326
21,Shawn Yue,149,Woo-sung Jung,Reign of Assassins ,Kelly Lin,2010,32
322,Katherine LaNasa,697,John Heard,The Lucky Ones ,Mark L. Young,2008,329
338,Kieran Culkin,13000,Matt Damon,Margaret ,John Gallagher Jr.,2011,1000
378,Kenan Thompson,826,Steve Howey,Stan Helsing ,Diora Baird,2009,521
767,Rebecca De Mornay,1000,Madeline Carroll,Flipped ,Aidan Quinn,2010,872
11000,Heath Ledger,15000,Jake Gyllenhaal,Brokeback Mountain ,Anne Hathaway,2005,13000
429,Danny Woodburn,833,Noel Fisher,Teenage Mutant Ninja Turtles ,Jeremy Howard,2014,809
201,Dan Hedaya,927,Donald Faison,Clueless ,Elisa Donovan,1995,281
135,Celia Weston,2000,Dennis Quaid,Far from Heaven ,Michael Gaston,2002,258
390,Gillian Jacobs,3000,Adam Scott,Hot Tub Time Machine 2 ,Collette Wolfe,2015,837
2,Olaf Lubaszenko,20,Krystyna Janda,Dekalog             ,Olgierd Lukaszewicz,,3
170,Stephen Marcus,14000,Kate Winslet,Quills ,Amelia Warner,2000,230
816,Gabourey Sidibe,2000,Abbie Cornish,Seven Psychopaths ,Michael Stuhlbarg,2012,906
400,Tamara Tunie,539,Colm Feore,The Caveman's Valentine ,Aunjanue Ellis,2001,508
2,Marian Dziedziel,70,Jacek Koman,The Border             ,Jaroslaw Boberek,,2
471,Bruno Ganz,918,Thomas Kretschmann,Downfall ,Alexandra Maria Lara,2004,653
93,Lola Dueñas,273,Belén Rueda,The Sea Inside ,Tamar Novas,2004,114
21,Paul Brannigan,19000,Scarlett Johansson,Under the Skin ,Alison Chand,2013,50
227,J.T. Walsh,49000,Robin Williams,"Good Morning, Vietnam ",Bruno Kirby,1987,263
385,Stephanie Danielson,898,Jason Mewes,The Last Godfather ,Michael Rispoli,2010,391
41,Sean Kingston,569,Usher Raymond,Justin Bieber: Never Say Never ,Boys II Men,2011,69
1000,Mila Kunis,20000,Natalie Portman,Black Swan ,Mark Margolis,2010,15000
1000,Abbie Cornish,10000,Gary Oldman,RoboCop ,Jennifer Ehle,2014,2000
3000,Al Pacino,22000,Robert De Niro,The Godfather: Part II ,Robert Duvall,1974,14000
237,Terry Kinney,656,Sean Patrick Thomas,Save the Last Dance ,Fredro Starr,2001,363
54,Rodney Eastman,130,Tuesday Knight,A Nightmare on Elm Street 4: The Dream Master ,Brooke Bundy,1988,125
579,Brighton Sharbino,3000,Jennifer Garner,Miracles from Heaven ,Martin Henderson,2016,3000
612,Mary Lynn Rajskub,3000,Jennifer Garner,"Dude, Where's My Car? ",Marla Sokoloff,2000,934
316,Patrick Wayne,549,Jack Palance,Young Guns ,Brian Keith,1988,439
360,Naomi Watts,13000,Bill Murray,St. Vincent ,Reg E. Cathey,2014,6000
460,Regina Hall,833,Joe Lo Truglio,About Last Night ,Bryan Callen,2014,807
835,Heath Ledger,23000,Joseph Gordon-Levitt,10 Things I Hate About You ,Andrew Keegan,1999,13000
301,Eddie Griffin,11000,Zooey Deschanel,The New Guy ,Gene Simmons,2002,489
182,Lin Shaye,11000,Jon Lovitz,Loaded Weapon 1 ,Bill Nunn,1993,852
2,Brett Cullen,619,Óscar Jaenada,The Shallows ,Sedona Legge,2016,350
829,Eric Stoltz,8000,Logan Lerman,The Butterfly Effect ,Cameron Bright,2004,902
329,Mark Webber,571,Chris Elliott,Snow Day ,Jean Smart,2000,442
912,Chris Brown,1000,Mekhi Phifer,This Christmas ,Loretta Devine,2007,997
782,Dom DeLuise,899,Kathleen Turner,Baby Geniuses ,Ruby Dee,1999,842
459,Elliott Gould,904,Bokeem Woodbine,The Big Hit ,Antonio Sabato Jr.,1998,471
388,Eartha Kitt,694,Gregory Smith,Harriet the Spy ,Charlotte Sullivan,1996,558
435,Beth Grant,659,Jenny Agutter,Child's Play 2 ,Greg Germann,1990,628
334,Kate del Castillo,1000,Leslie Bibb,No Good Deed ,Henry Simmons,2014,345
745,Alexa Davalos,2000,Toby Jones,The Mist ,Jeffrey DeMunn,2007,850
123,Sonoya Mizuno,149,Elina Alminas,Ex Machina ,Corey Johnson,2015,145
213,Orson Bean,512,Willie Garson,Being John Malkovich ,Mary Kay Place,1999,216
405,Vivica A. Fox,939,Mo'Nique,Two Can Play That Game ,Tamala Jones,2001,890
140,Ella Wahlestedt,803,Teo Halm,Earth to Echo ,Jason Gray-Stanford,2014,587
525,Jay Hernandez,4000,Kirsten Dunst,Crazy/Beautiful ,Rolando Molina,2001,1000
78,Kazunari Ninomiya,378,Yuki Matsuzaki,Letters from Iwo Jima ,Shidô Nakamura,2006,85
844,Virginia Madsen,24000,J.K. Simmons,The Astronaut Farmer ,Bruce Dern,2006,912
744,Jada Pinkett Smith,1000,LL Cool J,Woo ,Dave Chappelle,1998,851
491,Jacob Tremblay,805,Joan Allen,Room ,Cas Anvar,2015,681
294,Jack Warden,721,Don Rickles,Dirty Work ,Traylor Howard,1998,359
650,Sam Waterston,899,Kathleen Turner,Serial Mom ,Traci Lords,1994,849
4000,Will Ferrell,16000,Ryan Reynolds,Dick ,Kirsten Dunst,1999,8000
75,David Dencik,690,Michael Nyqvist,Del 1 - Män som hatar kvinnor             ,Lena Endre,,94
730,Vanessa Williams,3000,Rosario Dawson,Light It Up ,Robert Ri'chard,1999,1000
812,Ellen Albertini Dow,4000,Salma Hayek,54 ,Sela Ward,1998,957
690,Geoffrey Arend,15000,Jake Gyllenhaal,Bubble Boy ,Marley Shelton,2001,816
258,Mathieu Kassovitz,567,Mark Gatiss,Birthday Girl ,Ben Chaplin,2001,326
499,Josie Loren,552,Justin Chon,21 & Over ,Sarah Wright,2013,528
280,Miranda Richardson,12000,Steve Buscemi,"Paris, je t'aime ",Catalina Sandino Moreno,2006,530
548,Kathryn Morris,748,Harry Lennix,Resurrecting the Champ ,Peter Coyote,2007,573
252,Sarita Choudhury,2000,Tina Fey,Admission ,Christopher Evan Welch,2013,257
8,Daniel Auteuil,2000,Emir Kusturica,The Widow of Saint-Pierre ,Yves Jacques,2000,370
73,Meghan Heffern,14000,Liam Neeson,Chloe ,Natalie Lisinska,2009,153
150,Ryan O'Neal,979,Chazz Palminteri,Faithful ,Paul Mazursky,1996,385
1000,Jake Gyllenhaal,20000,Natalie Portman,Brothers ,Ethan Suplee,2009,15000
968,Vin Diesel,22000,Peter Dinklage,Find Me Guilty ,Alex Rocco,2006,14000
850,Ezra Miller,8000,Logan Lerman,The Perks of Being a Wallflower ,Kate Walsh,2012,3000
147,Ian Gomez,683,Burt Young,Excessive Force ,Thomas Ian Griffith,1993,155
442,Isabella Rossellini,2000,Toby Jones,Infamous ,Hope Davis,2006,812
887,Sarah Polley,14000,Milla Jovovich,The Claim ,Shirley Henderson,2000,900
794,Alison Lohman,3000,Djimon Hounsou,The Vatican Tapes ,Dougray Scott,2015,1000
304,Luke Treadaway,1000,John Boyega,Attack the Block ,Jodie Whittaker,2011,305
116,Nikola Djuricko,306,Jelena Jovanova,In the Land of Blood and Honey ,Branko Djuric,2011,164
383,Tara Platt,873,Michael Imperioli,The Call ,Roma Maffia,2013,461
29,Dean Dawson,14000,Liam Neeson,Operation Chromite ,Jung-jae Lee,2016,81
234,Aden Young,477,Steve Irwin,The Crocodile Hunter: Collision Course ,Steve Bastoni,2002,238
113,Louis Herthum,170,Dameon Clarke,I Love You Phillip Morris ,Annie Golden,2009,157
91,Everett McGill,581,Rae Dawn Chong,Quest for Fire ,Gary Schwartz,1981,201
543,Kevin Connolly,18000,Denzel Washington,Antwone Fisher ,Derek Luke,2002,638
355,Embeth Davidtz,13000,Gabriel Millman,The Emperor's Club ,Rob Morrow,2002,795
975,Gary Oldman,11000,Brad Pitt,True Romance ,Michael Rapaport,1993,10000
1000,Matt Smith,6000,Eva Green,Womb ,Hannah Murray,2010,2000
99,Al Pacino,18000,Kevin Spacey,Glengarry Glen Ross ,Jude Ciccolella,1992,14000
204,Ned Beatty,818,Liam Aiken,The Killer Inside Me ,Jay R. Ferguson,2010,467
697,Ruby Dee,783,Ed Begley Jr.,Cat People ,John Heard,1982,782
472,Margo Harshman,1000,Julian Morris,Sorority Row ,Rumer Willis,2009,668
135,Mary Astor,490,David Niven,The Prisoner of Zenda ,Ronald Colman,1937,185
552,Kelli Garner,33000,Ryan Gosling,Lars and the Real Girl ,Paul Schneider,2007,730
18,Sheila Hancock,77,Richard Johnson,The Boy in the Striped Pajamas ,Cara Horgan,2008,32
322,Udo Kier,963,Catherine Deneuve,Dancer in the Dark ,Björk,2000,595
241,Richard Roxburgh,1000,Tom Wilkinson,Oscar and Lucinda ,Clive Russell,1997,653
599,Vincent Gallo,812,Isabella Rossellini,The Funeral ,Gretchen Mol,1996,787
506,David Costabile,966,Jenna Fischer,Solitary Man ,Richard Schiff,2009,681
844,Don Johnson,22000,Robert De Niro,Machete ,Cheech Marin,2010,982
168,Eric Schweig,18000,Kevin Spacey,Casino Jack ,Christian Campbell,2010,322
191,Gabriel Damon,912,Judith Barsi,The Land Before Time ,Bill Erwin,1988,320
489,Bin Won,717,Min-sik Choi,Tae Guk Gi: The Brotherhood of War ,Dong-gun Jang,2004,517
655,Cheech Marin,968,Clifton Collins Jr.,The Perfect Game ,Bruce McGill,2009,844
259,Linda Blair,1000,Ellen Burstyn,The Exorcist ,Lee J. Cobb,1973,931
366,Robert Shaw,813,Roy Scheider,Jaws ,Murray Hamilton,1975,559
1000,Shannon Elizabeth,3000,Alyson Hannigan,American Pie ,Natasha Lyonne,1999,1000
186,Megan Mullally,6000,Mackenzie Foy,Ernest & Celestine ,Lambert Wilson,2012,637
148,Randall 'Tex' Cobb,400,Victor Wong,The Golden Child ,Charlotte Lewis,1986,255
807,Romany Malco,997,Chris Brown,Think Like a Man ,Regina Hall,2012,966
436,Jason George,656,Sean Patrick Thomas,Barbershop ,Cedric the Entertainer,2002,528
664,Kirstie Alley,12000,Leonard Nimoy,Star Trek II: The Wrath of Khan ,Nichelle Nichols,1982,980
567,Udo Kier,759,Sean Young,Ace Ventura: Pet Detective ,David Margulies,1994,595
793,Barry Corbin,2000,Matthew Broderick,WarGames ,Ally Sheedy,1983,883
733,Viggo Mortensen,11000,Harrison Ford,Witness ,Lukas Haas,1985,10000
11,Jason Cottle,93,Alex Veadov,Act of Valor ,Rorke Denver,2012,17
920,Alyson Stoner,17000,Channing Tatum,Step Up ,Josh Henderson,2006,2000
616,Demi Moore,13000,Bruce Willis,Beavis and Butt-Head Do America ,John Doman,1996,2000
889,Sid Haig,22000,Robert De Niro,Jackie Brown ,Robert Forster,1997,1000
816,Eric Winter,1000,Danneel Ackles,Harold & Kumar Escape from Guantanamo Bay ,Beverly D'Angelo,2008,954
371,Alex Russell,963,Michael Kelly,Chronicle ,Ashley Hinshaw,2012,465
122,Amy Irving,405,Miriam Margolyes,Yentl ,Steven Hill,1983,194
504,Michael Palin,629,Shelley Duvall,Time Bandits ,Kenny Baker,1981,561
135,Katherine Boecher,1000,Britney Spears,Crossroads ,Dave Allen,2002,188
281,Kirby Bliss Blanton,971,Dax Flame,Project X ,Oliver Cooper,2012,329
78,Karl Malden,654,George C. Scott,Patton ,Bill Hickman,1970,416
933,Gary Cole,49000,Robin Williams,One Hour Photo ,Connie Nielsen,2002,989
1000,Jay Hernandez,137000,Andrew Fiscella,Quarantine ,Dania Ramirez,2008,1000
451,Alessandro Nivola,17000,Chloë Grace Moretz,The Eye ,Obba Babatundé,2008,527
826,Shannon Elizabeth,1000,Vanessa Williams,Johnson Family Vacation ,Shad Moss,2004,1000
722,Fred Willard,995,Hector Elizondo,How High ,T.J. Thyne,2001,729
84,Jerry Nelson,227,Steven Mackintosh,The Muppet Christmas Carol ,Steve Whitmire,1992,94
834,Tobias Menzies,6000,Eva Green,Casino Royale ,Ivana Milicevic,2006,1000
898,Roger Rees,4000,Salma Hayek,Frida ,Valeria Golino,2002,1000
8,Ashley Ashida Dixon,28,Lexie Contursi,Katy Perry: Part of Me ,Anthony Burrell,2012,9
733,Sam Trammell,8000,Shailene Woodley,The Fault in Our Stars ,Nat Wolff,2014,1000
599,Martin Landau,13000,Matt Damon,Rounders ,Gretchen Mol,1998,940
555,Romany Malco,3000,Rosario Dawson,Top Five ,J.B. Smoove,2014,966
79,Richard Dysart,452,Talia Shire,Prophecy ,Robert Foxworth,1979,122
282,Kathryn Erbe,347,Illeana Douglas,Stir of Echoes ,Lusia Strus,1999,301
898,Kelvin Taylor,1000,Peter Mensah,Spartacus: War of the Damned             ,Viva Bianca,,939
322,Mare Winningham,1000,Steve Coogan,Philomena ,Peter Hermann,2013,482
805,Erika Christensen,975,Alicia Witt,The Upside of Anger ,Joan Allen,2005,931
801,Anne Meara,1000,Laurence Olivier,The Boys from Brazil ,Steve Guttenberg,1978,837
717,Joanna 'JoJo' Levesque,836,Tammin Sursok,Aquamarine ,Dichen Lachman,2006,826
376,Cara Delevingne,733,Nat Wolff,Paper Towns ,Meg Crosbie,2015,558
581,Marsha Thomason,873,Michael Imperioli,My Baby's Daddy ,Bai Ling,2004,691
622,Bruce Dern,1000,Devin Ratray,Nebraska ,Will Forte,2013,844
580,Jada Pinkett Smith,1000,CCH Pounder,Tales from the Crypt: Demon Knight ,Gary Farmer,1995,851
611,Amber Valletta,833,Noel Fisher,Max Keeble's Big Move ,Larry Miller,2001,626
390,Patton Oswalt,9000,Charlize Theron,Young Adult ,Collette Wolfe,2011,786
501,Edi Gathegi,26000,Jason Statham,Crank ,Jose Pablo Cantillo,2006,725
324,Gilbert Gottfried,1000,Bernie Mac,How to Be a Player ,Lark Voorhies,1997,560
604,Eddie Cibrian,1000,Holly Hunter,Living Out Loud ,Jenette Goldstein,1998,849
696,Laz Alonso,988,Common,Just Wright ,Mehcad Brooks,2010,826
471,Rosemarie DeWitt,11000,Anne Hathaway,Rachel Getting Married ,Bill Irwin,2008,536
85,Michael Lerner,1000,Anjelica Huston,The Postman Always Rings Twice ,John Colicos,1981,230
1000,Colin Firth,19000,Scarlett Johansson,Girl with a Pearl Earring ,Tom Wilkinson,2003,14000
18,Martin Semmelrogge,362,Jürgen Prochnow,Das Boot ,Herbert Grönemeyer,1981,21
877,Marc Blucas,2000,Dennis Quaid,The Alamo ,Jordi Mollà,2004,973
503,Barry Watson,529,Heather Matarazzo,Sorority Boys ,Harland Williams,2002,526
171,Tom Hollander,565,Tom Hughes,About Time ,Lindsay Duncan,2013,555
4,Andy Lau,755,Takeshi Kaneshiro,House of Flying Daggers ,Zhengyong Zhang,2004,483
360,Curtiss Cook,664,Nate Parker,Arbitrage ,Reg E. Cathey,2012,591
265,Jonny Weston,452,Gary Weeks,Project Almanac ,Sofia Black-D'Elia,2015,328
192,Veronika Dash,436,Cedric the Entertainer,Cadillac Records ,Tammy Blanchard,2008,223
654,Dave Chappelle,931,Sarah Silverman,Screwed ,Sherman Hemsley,2000,744
968,Kurtwood Smith,1000,Christopher Lambert,Fortress ,Clifton Collins Jr.,1992,1000
783,Catherine O'Hara,957,John Michael Higgins,For Your Consideration ,Ed Begley Jr.,2006,925
99,Aleksa Palladino,537,Melanie Griffith,Celebrity ,Greg Mottola,1998,255
316,Joseph Cross,433,Jill Clayburgh,Running with Scissors ,Dagmara Dominczyk,2006,398
251,Kelly Clarkson,525,Anika Noni Rose,From Justin to Kelly ,Brian Dietzen,2003,281
599,Debi Mazar,873,Michael Imperioli,Girl 6 ,Gretchen Mol,1996,680
48,Nick Damici,1000,Jennifer Jason Leigh,In the Cut ,Susan Gardner,2003,65
103,Vinessa Shaw,812,Isabella Rossellini,Two Lovers ,Samantha Ivers,2008,580
794,Ray Winstone,5000,Bob Hoskins,Last Orders ,JJ Feild,2001,1000
74,Kang-ho Song,629,Doona Bae,The Host ,Ah-sung Ko,2006,398
212,Treat Williams,3000,Robert Duvall,The Pursuit of D.B. Cooper ,Paul Gleason,1981,642
611,Jeffrey Jones,769,Jeremy Davies,Ravenous ,David Arquette,1999,692
442,Megan Park,21000,Robert Downey Jr.,Charlie Bartlett ,Hope Davis,2007,569
70,Sabrina Ferilli,211,Toni Servillo,The Great Beauty ,Serena Grandi,2013,98
77,Michael Harding,1000,Kieran Culkin,The Dangerous Lives of Altar Boys ,Jake Richardson,2002,165
520,Alden Ehrenreich,3000,Mia Wasikowska,Stoker ,Harmony Korine,2013,1000
576,Tony Chiu Wai Leung,878,Li Gong,2046 ,Maggie Cheung,2004,643
18,Erin Boyes,60,David Richmond-Peck,Married Life ,Timothy Webber,2007,46
393,Hope Davis,706,Eamonn Walker,Duma ,Campbell Scott,2005,442
289,Stephen Rea,845,Tony Curran,Ondine ,Alicja Bachleda,2009,327
403,Tatyana Ali,865,Omar Epps,Brother ,James Shigeta,2000,685
146,Isaiah Washington,693,Michael Jeter,Welcome to Collinwood ,Andy Davoli,2002,534
745,Anne Bancroft,941,Kyra Sedgwick,Critical Care ,Albert Brooks,1997,754
350,Lynn Cohen,797,Eva Amurri Martino,The Life Before Her Eyes ,Brett Cullen,2007,474
820,Mark Duplass,967,Dianne Wiest,Darling Companion ,Sam Shepard,2012,830
289,Kate del Castillo,662,Zack Ward,Trade ,Alicja Bachleda,2007,345
0,Péter Fancsikai,9,Marcell Nagy,Fateless ,Bálint Péntek,2005,2
865,Albert Finney,13000,Bruce Willis,Breakfast of Champions ,Omar Epps,1999,883
3,Ni Yan,9,Honglei Sun,"A Woman, a Gun and a Noodle Shop ",Dahong Ni,2009,4
280,Jeremy Northam,686,David Hewlett,Cypher ,Kari Matchett,2002,327
3,Yuanyuan Gao,52,Ye Liu,City of Life and Death ,Ryu Kohata,2009,32
183,Matt Jones,17000,Jim Parsons,Home ,April Winchell,2015,523
188,Tom Arnold,970,Jon Heder,Legend of Kung Fu Rabbit ,Rebecca Black,2011,618
16,Meisa Kuroki,84,Takuya Kimura,Space Battleship Yamato ,Hiroyuki Ikeuchi,2010,33
18,Kenneth Cranham,567,Richard Coyle,5 Days of War ,Ana Imnadze,2011,111
42,Michael Dorman,181,Rachael Carpani,Triangle ,Emma Lung,2009,168
247,Kelly LeBrock,1000,Christopher Lambert,10 Days in a Madhouse ,Alexandra Callas,2015,445
79,Connor Corum,399,Jacob Vargas,Heaven Is for Real ,Rob Moran,2014,116
1000,Brad Pitt,26000,Jason Statham,Snatch ,Jason Flemyng,2000,11000
84,Matt Marr,551,Gary Daniels,Dancin' It's On ,Ginger Jensen,2015,85
426,Fred Gwynne,969,Miko Hughes,Pet Sematary ,Denise Crosby,1989,886
4,Tetsu Watanabe,15,Tatsuo Matsumura,Madadayo ,Akira Terao,1993,6
